Cena;Powierzchnia;Liczba pokoi;Rynek;Piętro;Liczba pięter;Rok budowy;Rodzaj zabudowy_apartamentowiec;Rodzaj zabudowy_blok;Rodzaj zabudowy_dom wolnostojący;Rodzaj zabudowy_kamienica;Rodzaj zabudowy_plomba;Rodzaj zabudowy_szeregowiec;Ogrzewanie_elektryczne;Ogrzewanie_gazowe;Ogrzewanie_inne;Ogrzewanie_kotłownia;Ogrzewanie_miejskie;Stan wykończenia_do remontu;Stan wykończenia_do wykończenia;Forma własności_pełna własność;Forma własności_spółdzielcze wł z KW;Forma własności_spółdzielcze własnościowe;API_Google_Distance
438914.0;58.6;2;1;0;2;2021;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;4.6
480858.0;64.2;3;1;0;2;2021;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;4.6
288365.0;38.5;2;1;0;2;2021;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;4.6
444690.0;61.0;3;1;0;2;2021;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;4.6
343000.0;59.0;3;0;2;4;1970;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;6.2
339000.0;63.0;3;0;4;4;1985;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;14.4
444157.0;59.3;2;1;1;2;2021;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;4.6
472392.0;64.8;2;1;2;2;2021;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;4.6
531041.0;70.9;3;1;0;2;2021;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;4.6
449000.0;74.55;4;0;0;4;1992;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;14.4
349000.0;47.05;3;0;0;2;1960;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;6.2
409000.0;74.0;4;0;1;3;1985;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;14.4
269500.0;34.0;1;0;1;4;1978;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;10.8
249000.0;65.8;3;0;1;2;1904;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;9.5
448651.0;59.9;3;1;1;2;2021;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;4.6
369000.0;70.0;3;0;1;3;1990;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;14.4
279000.0;49.0;2;0;2;6;1990;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;14.4
289913.0;37.7;2;1;1;2;2021;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;4.6
444157.0;59.3;2;1;2;2;2021;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;4.6
531041.0;70.9;3;1;1;2;2021;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;4.6
444157.0;59.3;3;1;2;2;2021;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;4.6
460641.0;65.9;3;1;2;2;2021;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;4.6
425628.0;67.56;4;1;4;7;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
265000.0;42.4;2;0;4;4;1981;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2.0
349000.0;50.0;2;0;0;3;2008;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;14.4
400000.0;63.0;3;0;0;6;1986;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;14.4
325000.0;61.0;3;0;0;4;1999;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;14.4
350000.0;88.0;3;0;2;3;1936;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;3.7
401400.0;53.52;3;1;3;3;2022;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;4.1
222712.0;27.16;2;1;2;7;2022;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
550000.0;76.0;3;0;0;4;2014;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;14.2
320178.0;43.86;2;1;0;4;2022;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;12.6
649000.0;64.2;3;0;0;5;2010;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3.7
319900.0;49.0;3;0;1;1;1900;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0.0
436722.0;66.17;4;1;2;7;2022;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
450000.0;74.39;4;0;2;4;1993;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;14.4
265950.0;34.41;2;1;2;4;2022;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;12.6
339000.0;35.0;2;0;1;2;2021;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;12.1
369000.0;70.0;3;0;3;4;1990;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;14.4
415000.0;81.4;3;0;1;2;1891;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;3.4
320000.0;62.1;3;0;2;4;1970;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;3.7
375000.0;53.0;3;0;1;4;1970;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;5.3
525000.0;120.0;4;0;2;2;1852;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;3.7
480000.0;60.0;3;0;0;1;1965;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0.0
449000.0;78.3;4;0;0;4;1991;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;14.4
349000.0;54.0;2;0;0;3;2008;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;14.4
420000.0;56.0;2;0;4;11;1978;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;6.2
474000.0;70.14;3;0;0;3;2009;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;14.4
360635.5;51.89;3;1;3;7;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
338541.0;48.02;3;1;4;7;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
335368.5;47.57;3;1;3;7;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
335368.5;47.57;3;1;2;7;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
225828.0;27.54;2;1;3;7;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
275028.0;33.54;2;1;2;7;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
317988.0;48.18;3;1;2;7;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
389000.0;54.5;3;1;1;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
321000.0;44.0;2;1;3;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
231500.0;27.5;1;1;4;4;2022;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
530000.0;69.35;4;0;4;4;2020;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2.5
452000.0;58.5;4;1;1;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
389500.0;54.5;3;1;1;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
302000.0;41.5;2;1;3;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
240500.0;28.5;1;1;4;4;2022;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
390000.0;85.86;3;0;3;3;1900;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;3.7
452000.0;58.5;4;1;1;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
399000.0;54.5;3;1;3;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
285000.0;38.5;2;1;1;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
223500.0;26.5;1;1;4;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
459000.0;63.0;4;1;4;4;2022;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
388000.0;54.0;3;1;2;4;2022;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
275000.0;36.0;2;1;3;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
227000.0;28.0;1;1;1;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
399000.0;55.0;3;1;3;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
461000.0;58.5;4;1;3;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
275500.0;36.0;2;1;3;4;2022;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
235000.0;29.0;1;1;1;4;2022;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
633374.0;64.63;3;1;1;5;2021;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
375000.0;70.0;3;0;0;3;2000;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;14.4
424000.0;52.0;3;1;3;4;2022;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
459000.0;63.0;4;1;4;4;2022;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
318000.0;44.0;2;1;2;4;2022;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
227000.0;28.0;1;1;1;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
492006.0;57.21;3;1;4;10;2020;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
616047.0;70.81;3;1;1;10;2020;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
591312.0;61.08;3;1;7;10;2020;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
571990.0;60.85;3;1;6;10;2020;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
559728.0;60.84;3;1;4;10;2020;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
633374.0;64.63;3;1;1;10;2020;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
638946.0;64.54;3;1;1;10;2020;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
459000.0;63.0;4;1;4;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
399999.0;54.5;3;1;3;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
380000.0;70.0;3;0;0;3;2000;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;14.4
265000.0;33.0;2;1;4;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
235000.0;28.5;1;1;4;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
299000.0;78.56;3;0;1;3;1905;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;51.2
446000.0;63.0;4;1;4;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
393000.0;54.5;3;1;4;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
312000.0;44.0;2;1;1;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
230000.0;29.0;1;1;1;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
389900.0;59.0;2;0;1;2;2012;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;13.0
379000.0;65.5;3;0;2;4;1988;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;15.4
440500.0;59.0;4;1;1;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
414000.0;52.0;3;1;3;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
283000.0;38.0;2;1;3;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
410000.0;65.0;3;0;1;2;1999;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;10.8
319000.0;51.56;2;0;3;4;1985;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;5.8
235000.0;28.5;1;1;4;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
386500.0;53.5;3;1;4;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
310000.0;44.0;2;1;2;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
393000.0;54.5;3;1;4;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
449000.0;58.5;4;1;3;4;2022;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
294500.0;41.5;2;1;3;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
224500.0;27.5;1;1;3;4;2022;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;14.4
340000.0;64.0;3;0;3;4;1988;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;15.3
429000.0;62.4;3;0;3;3;2012;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3.7
364000.0;52.97;2;0;3;3;1910;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;4.4
447000.0;63.0;4;1;4;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
414000.0;52.0;3;1;3;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
261000.0;33.5;2;1;2;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
446000.0;63.0;4;1;4;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
384000.0;55.0;3;1;2;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
265000.0;34.5;2;1;2;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
300000.0;54.05;2;0;3;4;1991;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;15.6
388000.0;55.0;3;1;3;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
294000.0;41.5;2;1;3;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
218000.0;27.0;1;1;4;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
393000.0;55.0;3;1;4;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
261000.0;36.0;2;1;2;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
221000.0;28.0;1;1;1;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
379000.0;64.0;3;0;1;4;1980;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;15.2
378000.0;55.0;3;1;1;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
260000.0;33.0;2;1;3;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
490000.0;68.0;3;0;3;4;2000;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0.0
381767.0;53.77;3;1;2;3;2022;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;4.1
499000.0;59.0;3;0;1;2;2021;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;12.1
459000.0;75.27;3;0;2;3;2011;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;6.0
387962.0;55.03;3;1;1;4;2021;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
534660.0;79.8;5;1;6;7;2022;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
262800.0;32.85;2;1;6;7;2022;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
305000.0;47.0;2;0;1;2;1950;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;10.8
381767.0;53.77;3;1;0;3;2022;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;4.1
359100.0;51.3;3;1;6;7;2021;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
359965.0;54.13;3;1;2;7;2021;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
534660.0;79.8;5;1;6;7;2021;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
319495.0;40.7;3;1;5;7;2021;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
274131.0;32.83;2;1;5;7;2021;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
616047.0;70.81;3;1;1;5;2021;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
450000.0;57.13;2;0;3;4;1896;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0.0
401261.0;60.34;3;1;2;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2.0
266710.0;35.8;2;1;2;4;2021;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
360000.0;55.0;2;0;3;4;1960;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;5.3
309000.0;59.0;2;0;2;2;1940;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;3.7
439000.0;59.45;3;0;0;1;2010;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;10.6
399000.0;72.0;3;0;0;4;1960;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;3.7
380000.0;67.0;4;0;10;11;1980;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;6.2
254900.0;35.0;2;0;9;11;1983;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;14.8
291500.0;58.3;3;1;0;2;2021;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;18.1
319000.0;64.0;3;0;4;4;1970;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;14.4
364230.0;51.3;3;1;7;7;2021;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
399000.0;63.5;3;0;0;6;1985;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;14.4
440000.0;89.0;3;0;1;3;1900;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;3.7
450000.0;90.0;3;0;2;3;1900;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;3.7
370000.0;73.0;3;0;3;3;1900;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;3.7
371500.0;56.0;2;0;4;4;2008;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;14.4
487985.0;57.41;3;1;3;10;2020;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
559728.0;60.84;3;1;4;10;2020;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
300000.0;89.0;3;0;0;3;1930;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;3.7
380000.0;68.83;3;0;10;11;1975;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2.8
399000.0;72.0;3;0;0;3;1920;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;2.7
399000.0;71.81;3;0;2;4;1962;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;2.8
207214.0;31.16;2;1;2;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2.0
199899.0;30.06;2;1;2;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2.0
255892.0;38.48;2;1;2;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2.0
378119.0;56.86;3;1;2;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2.0
377720.0;56.8;3;1;2;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2.0
307429.5;46.23;2;1;2;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2.0
460000.0;60.11;3;0;3;3;2012;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3.7
254761.5;38.31;2;1;2;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2.0
248500.0;48.25;2;1;0;2;2021;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;18.1
246400.0;48.31;3;1;0;2;2021;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;18.1
530000.0;69.35;3;1;4;4;2020;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;3.3
147500.0;31.0;1;1;2;2;2020;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;3.3
241700.0;50.0;2;1;1;2;2020;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;3.3
125300.0;26.5;1;1;1;2;2020;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;3.3
349376.5;50.27;3;1;5;7;2021;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
367141.0;51.71;3;1;7;7;2021;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
590000.0;100.0;4;0;3;4;1910;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;3.7
362000.0;48.87;2;1;4;4;2020;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;2.0
264936.0;53.2;3;1;0;4;2022;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;6.7
285600.0;56.0;3;1;1;2;2021;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;18.1
183700.0;34.99;2;1;0;2;2021;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;18.1
273702.0;35.09;2;1;7;7;2021;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
262800.0;32.85;2;1;6;7;2021;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;14.4
134900.0;30.07;1;1;1;2;2020;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;3.3
151300.0;35.91;1;1;0;2;2020;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;3.3
329000.0;48.35;2;0;2;2;1939;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;5.3
147900.0;32.79;1;1;1;2;2020;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;3.3
227300.0;53.45;2;1;0;2;2020;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;3.3
449000.0;62.3;3;0;0;3;1950;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;3.7
169000.0;80.0;4;0;3;3;1920;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;51.2
591312.0;60.96;3;1;7;10;2021;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
514710.0;57.19;3;1;0;10;2021;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
571990.0;60.85;3;1;6;10;2021;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
559728.0;60.84;3;1;4;10;2021;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
600875.0;63.25;3;1;1;10;2021;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
487985.0;57.41;3;1;3;10;2021;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
359000.0;58.0;4;0;2;3;1930;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;3.7
487985.0;57.41;3;1;3;10;2020;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
600875.0;63.25;3;1;1;10;2020;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.2
