Cena;Powierzchnia;Liczba pokoi;Rynek;Piętro;Liczba pięter;Rok budowy;Rodzaj zabudowy_apartamentowiec;Rodzaj zabudowy_blok;Rodzaj zabudowy_dom wolnostojący;Rodzaj zabudowy_kamienica;Rodzaj zabudowy_plomba;Rodzaj zabudowy_szeregowiec;Ogrzewanie_elektryczne;Ogrzewanie_gazowe;Ogrzewanie_inne;Ogrzewanie_kotłownia;Ogrzewanie_miejskie;Stan wykończenia_do remontu;Stan wykończenia_do wykończenia;Forma własności_pełna własność;Forma własności_spółdzielcze wł z KW;Forma własności_spółdzielcze własnościowe;Forma własności_udział;API_Google_Distance
399000.0;53.0;2;0;4;4.0;1996.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2.3
399000.0;53.0;2;0;4;4.0;1996.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2.3
324628.0;19.55;1;1;1;6.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3.6
345000.0;47.6;3;0;0;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;4.5
285938.0;17.22;1;1;1;6.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.6
479000.0;55.2;3;0;1;3.0;2006.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3.1
650000.0;74.63;2;0;0;4.0;1905.0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;3.2
306856.71;18.21;1;1;6;6.0;2021.0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;3.6
306856.71;18.21;1;0;6;6.0;2021.0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;3.6
360105.87;21.37;1;1;6;6.0;2021.0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;3.6
354848.85;21.37;1;0;5;6.0;2021.0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;3.6
360105.87;21.37;1;0;6;6.0;2021.0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;3.6
354848.85;21.37;1;0;5;6.0;2021.0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;3.6
363813.09;21.59;1;0;6;6.0;2021.0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;3.6
554566.41;32.91;1;0;6;6.0;2021.0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;3.6
361157.52;21.59;1;0;5;6.0;2021.0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;3.6
554566.41;32.91;1;1;6;6.0;2021.0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;3.6
425000.0;51.0;2;0;2;4.0;2006.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;6.1
435000.0;73.0;2;0;1;4.0;1952.0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;4.7
399000.0;62.0;2;0;3;3.0;1943.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;3.9
747000.0;62.25;2;0;0;4.0;1910.0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;2.9
414900.0;53.2;3;1;3;1.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1.8
511462.0;42.98;2;0;2;5.0;1912.0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;3.6
348000.0;32.0;2;0;0;4.0;2005.0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3.9
450000.0;42.02;2;0;3;4.0;1910.0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;3.6
543534.0;77.67;4;1;5;5.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1.8
260000.0;26.0;1;0;2;4.0;1904.0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;4.5
506000.0;64.06;3;1;0;4.0;2021.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1.8
542000.0;44.0;2;0;1;3.0;1590.0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;3.6
229000.0;26.6;1;0;3;4.0;1962.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;6.0
498667.0;53.91;3;1;3;4.0;2023.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.5
315000.0;26.95;2;0;0;5.0;1950.0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;2.2
799000.0;68.0;3;0;2;4.0;2010.0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;4.5
674000.0;86.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
309000.0;37.0;2;0;0;4.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;5.8
629000.0;123.0;4;0;3;4.0;1935.0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;4.3
439000.0;40.7;2;0;6;14.0;2020.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;6.4
325000.0;38.0;2;0;11;12.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;4.5
450000.0;60.0;3;0;2;4.0;1990.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3.1
399000.0;47.3;2;0;0;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;4.5
410020.0;49.4;2;0;1;5.0;1905.0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;4.5
855000.0;103.0;3;0;4;5.0;1921.0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;3.4
740000.0;77.5;4;0;2;3.0;2006.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.6
575000.0;87.1;4;0;2;4.0;1930.0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1.8
366000.0;36.6;1;0;3;5.0;2012.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;4.7
644000.0;56.0;2;0;0;5.0;2014.0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2.9
841864.0;89.56;3;0;4;4.0;1900.0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;2.9
675000.0;86.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
515000.0;60.3;3;0;1;5.0;2019.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2.9
429000.0;54.0;4;0;0;4.0;1920.0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;3.3
289000.0;42.41;2;0;4;4.0;1910.0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;3.1
822875.0;65.83;4;0;3;4.0;1930.0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;3.6
435000.0;54.5;2;0;3;4.0;1957.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;3.1
414900.0;53.0;3;1;1;2.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1.8
519000.0;63.0;2;0;2;5.0;2009.0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3.0
515000.0;60.2;3;0;2;5.0;2019.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2.9
355525.0;37.15;1;1;4;4.0;2023.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.5
307000.0;47.1;2;0;2;4.0;1920.0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;3.1
739100.0;81.0;4;0;5;5.0;1905.0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;2.7
289000.0;34.0;1;0;1;5.0;1961.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;4.1
389000.0;53.9;2;1;4;4.0;1960.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1.8
747000.0;91.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
465000.0;74.0;3;1;2;11.0;1985.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;4.5
389000.0;55.0;3;0;8;11.0;1977.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;7.2
480000.0;70.0;3;0;2;10.0;1982.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2.9
465000.0;49.2;2;0;3;6.0;2011.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;4.7
450000.0;60.0;3;0;2;4.0;1990.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1.8
555000.0;62.7;2;0;0;3.0;2007.0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;7.3
215000.0;47.0;3;0;3;3.0;1920.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;3.2
363000.0;32.5;1;0;0;4.0;2005.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3.9
349000.0;43.7;2;1;5;5.0;1902.0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;2.4
459000.0;43.93;2;0;2;5.0;2012.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3.5
932910.0;84.81;3;0;4;6.0;2020.0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;2.7
1106400.0;110.64;3;0;1;6.0;2020.0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;2.7
429000.0;62.0;3;0;6;10.0;1998.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3.1
449000.0;54.0;2;0;4;6.0;1964.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3.5
440800.0;46.4;1;0;4;4.0;1997.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3.1
419900.0;48.26;3;0;4;5.0;1902.0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;4.9
499000.0;79.8;3;0;4;4.0;1910.0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;2.8
319000.0;41.13;2;0;3;4.0;1959.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;4.8
700000.0;89.0;3;0;2;2.0;1936.0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1.8
790000.0;122.3;3;0;3;4.0;1911.0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;3.4
735561.0;79.32;3;1;2;5.0;2020.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.6
475000.0;57.11;3;0;2;3.0;1910.0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;3.4
578000.0;77.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
890000.0;96.4;4;0;3;3.0;2007.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3.6
554000.0;79.2;3;0;3;4.0;1908.0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;3.6
297000.0;43.0;2;0;2;4.0;1910.0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;3.4
601140.0;46.6;2;0;4;4.0;1901.0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;3.2
700000.0;101.5;3;0;3;5.0;1904.0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;3.1
734000.0;107.0;5;1;0;2.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
635000.0;91.0;4;1;0;2.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
635000.0;91.0;4;1;0;2.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
410000.0;48.09;2;0;4;7.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3.6
577000.0;77.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
495000.0;71.75;3;0;2;4.0;1992.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3.1
419000.0;54.0;2;0;1;4.0;1960.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.4
619000.0;59.9;3;0;5;14.0;2021.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.9
595465.0;91.61;4;0;2;3.0;1982.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3.8
499000.0;43.7;2;0;4;4.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3.6
672075.0;46.35;2;1;7;7.0;2022.0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1.8
699000.0;100.0;4;0;3;4.0;1940.0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;2.9
735000.0;108.0;5;1;0;2.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
638000.0;76.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
515000.0;64.0;3;0;2;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3.6
610000.0;98.0;4;0;5;5.0;1920.0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;3.1
580000.0;57.3;3;0;3;3.0;2006.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;4.5
751450.0;79.1;4;0;4;4.0;1902.0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;2.6
497000.0;74.83;3;0;1;6.0;1960.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;4.5
590000.0;64.0;3;0;3;5.0;1910.0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;4.6
749000.0;91.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
989000.0;109.8;4;0;0;4.0;1945.0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;3.0
515000.0;67.0;3;1;1;4.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;6.1
381000.0;47.0;2;1;1;4.0;2023.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;6.1
575000.0;76.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
578000.0;76.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
633000.0;91.0;4;1;0;2.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
672075.0;46.35;7;1;7;7.0;2022.0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1.8
744000.0;91.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
634000.0;92.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
578000.0;76.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
638000.0;91.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
734000.0;107.0;5;1;0;2.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
948000.0;121.0;5;0;5;5.0;2007.0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3.6
610000.0;65.35;3;1;2;3.0;2020.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;6.8
375000.0;48.4;2;0;0;2.0;1959.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3.6
995900.0;142.17;6;0;4;4.0;1900.0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1.9
655000.0;62.0;3;0;8;16.0;2020.0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;4.5
737000.0;107.0;5;1;0;2.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
1099000.0;94.5;4;0;0;1.0;1935.0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;5.8
672075.0;46.35;3;1;5;5.0;2021.0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0.3
741530.0;50.87;4;1;5;5.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0.3
336600.0;40.8;2;1;2;4.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.1
579000.0;76.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
688000.0;74.71;3;0;0;2.0;1939.0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;4.5
637000.0;91.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
399000.0;54.6;2;0;1;4.0;1970.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2.9
738000.0;107.0;5;1;0;2.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
1099000.0;94.5;4;0;0;1.0;1935.0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;5.8
1100000.0;101.12;4;0;4;5.0;2011.0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;3.6
1099000.0;94.5;4;0;0;1.0;1935.0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;6.0
639000.0;77.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
552500.0;65.0;2;0;1;4.0;1910.0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;3.4
949000.0;125.0;4;0;3;4.0;1900.0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1.8
579000.0;76.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
750000.0;103.0;3;0;0;1.0;1930.0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;3.8
738000.0;107.0;5;1;0;2.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
635000.0;91.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
515000.0;74.2;4;0;4;4.0;1900.0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;3.4
369000.0;55.4;3;0;1;10.0;1975.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;5.4
679000.0;71.0;3;0;4;6.0;2009.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3.6
639000.0;77.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
319000.0;50.0;2;0;2;6.0;1960.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;2.0
740000.0;107.0;5;1;0;2.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
499000.0;88.0;5;0;4;4.0;1960.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3.1
749000.0;91.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
397000.0;46.0;2;1;2;5.0;2023.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;4.5
638000.0;76.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
469000.0;56.5;3;0;2;3.0;2008.0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3.1
747000.0;91.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
638000.0;91.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
305000.0;34.52;1;0;4;4.0;1900.0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;3.1
735000.0;107.0;5;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
580000.0;75.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
639000.0;91.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
578000.0;77.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
636000.0;91.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
580000.0;76.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
575000.0;76.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
890505.0;84.81;3;1;5;6.0;2019.0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;2.6
638000.0;91.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
639000.0;91.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
739000.0;107.0;5;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
300000.0;23.0;1;0;2;4.0;2004.0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2.7
410000.0;48.0;2;0;0;3.0;2000.0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3.1
836000.0;107.0;5;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
748000.0;91.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
846500.0;120.95;4;0;2;3.0;1939.0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1.5
636000.0;91.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
577000.0;76.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
738000.0;107.0;5;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
350012.0;67.31;3;1;1;4.0;2020.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1.8
740000.0;107.0;5;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
636000.0;91.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
485000.0;66.55;3;0;0;4.0;2010.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3.1
960336.0;74.1;3;1;3;3.0;2019.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;4.5
574371.0;50.65;2;1;2;3.0;2019.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;5.5
739000.0;107.0;5;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
639000.0;91.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
580000.0;76.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
1027870.0;94.3;3;1;5;6.0;2019.0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;3.1
1093257.0;110.43;2;1;3;6.0;2019.0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;3.1
600000.0;90.0;4;0;2;4.0;1900.0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1.8
835000.0;107.0;5;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
748000.0;91.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
578000.0;76.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
636000.0;91.0;4;1;0;2.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1.8
496369.0;41.57;2;1;4;5.0;2020.0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;3.1
1097118.0;110.82;3;1;3;6.0;2020.0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;2.7
479000.0;90.4;3;0;1;4.0;1980.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;5.0
